movieId;title;casts;director;writers;maturity;keywords;popularity;tagline;poster;backdrop;language;description;genres;companies;releaseDate;runtime;trailer;titleImage;dateAdded;views
27;Captain America: Civil War;Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie;Anthony Russo;Christopher Markus,Stephen McFeely;PG-13;civil war,war,Marvel Comic,sequel,superhero;198.372395;Divided We Fall;https://image.tmdb.org/t/p/w300/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg;https://image.tmdb.org/t/p/original/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg;en;Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.;ADVENTURE,ACTION,SCIENCE_FICTION;Studio Babelsberg,Marvel Studios,Walt Disney Studios Motion Pictures,Vita-Ray Dutch Productions (III),Deluxe Digital Studios;4-27-2016;2h 4m;video;https://image.tmdb.org/t/p/w500/b0RA6crfrFTvUPEJqQxcw5nvrnV.png;9-10-2023;654
28;Battleship;Taylor Kitsch,Alexander Skarsgård,Rihanna,Brooklyn Decker,Tadanobu Asano;Peter Berg;Jon Hoeber,Erich Hoeber;PG-13;fight,U.S. Navy,mind reading,Hong Kong,soccer;64.928382;The Battle for Earth Begins at Sea;https://image.tmdb.org/t/p/w300/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg;https://image.tmdb.org/t/p/original/50sWmsnQ62nu94D9z4nqdv9zBqJ.jpg;en;When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.;THRILLER,ACTION,ADVENTURE,SCIENCE_FICTION;Universal Pictures,Hasbro,Bluegrass Films,Film 44;4-11-2012;2h 23m;video;https://image.tmdb.org/t/p/w500/fS3gGw86eQD3y5Wmxr50laSLpQ3.png;10-13-2023;785
29;Jurassic World;Chris Pratt,Bryce Dallas Howard,Irrfan Khan,Vincent D'Onofrio,Nick Robinson;Colin Trevorrow;Rick Jaffa,Amanda Silver,Derek Connolly,Colin Trevorrow;PG-13;monster,DNA,Tyrannosaurus Rex,Velociraptor,island;418.708552;The park is open.;https://image.tmdb.org/t/p/w300/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg;https://image.tmdb.org/t/p/original/dF6FjTZzRTENfB4R17HDN20jLT2.jpg;en;Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.;ACTION,ADVENTURE,SCIENCE_FICTION,THRILLER;Universal Studios,Amblin Entertainment,Legendary Pictures,Fuji Television Network,Dentsu;6-9-2015;2h 7m;video;https://image.tmdb.org/t/p/w500/fZPFhIwUMXSRptsYTccqY05A36w.png;12-20-2023;845
30;Skyfall;Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris;Sam Mendes;Neal Purvis,Robert Wade,John Logan;PG-13;spy,secret agent,sociopath,killer,art gallery;93.004993;Think on your sins.;https://image.tmdb.org/t/p/w300/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg;https://image.tmdb.org/t/p/original/mgcbG1w3lgj9lajGBXVUjLQti8P.jpg;en;When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.;ACTION,ADVENTURE,THRILLER;Columbia Pictures;10-25-2012;2h 10m;video;https://image.tmdb.org/t/p/w500/1IadNNpgusc5Hqjdknap6qFU4WL.svg;11-10-2023;734
31;Spider-Man 2;Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris;Sam Raimi;Alvin Sargent;PG-13;dual identity,love of one's life,pizza boy,Marvel Comic,sequel;35.149586;There's a hero in all of us.;https://image.tmdb.org/t/p/w300/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg;https://image.tmdb.org/t/p/original/aqaSgTT6jiAdx9aJ4xUI4G2MEXe.jpg;en;Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.;ACTION,ADVENTURE,FANTASY;Columbia Pictures,Laura Ziskin Productions,Marvel Enterprises;6-25-2004;1h 48m;video;https://image.tmdb.org/t/p/w500/mSYIoj4eNWMDdxaTIf7xzDqvYDm.png;10-20-2023;123
32;Iron Man 3;Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Rebecca Hall;Shane Black;Drew Pearce,Shane Black;PG-13;terrorist,war on terror,Tennessee,Malibu,Marvel Comic;77.68208;Unleash the power behind the armor.;https://image.tmdb.org/t/p/w300/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg;https://image.tmdb.org/t/p/original/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg;en;When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.;ACTION,ADVENTURE,SCIENCE_FICTION;Marvel Studios;4-18-2013;1h 45m;video;https://image.tmdb.org/t/p/w500/5hoZjBG0atD2L2olFjBGZu6siZC.png;9-12-2023;654
33;Alice in Wonderland;Mia Wasikowska,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover;Tim Burton;Linda Woolverton;PG;based on novel,fictional place,queen,fantasy,Alice in Wonderland;78.530105;You're invited to a very important date.;https://image.tmdb.org/t/p/w300/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg;https://image.tmdb.org/t/p/original/y8Rmadbft60Cupx6SmSvy8rHENH.jpg;en;Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.;FAMILY,FANTASY,ADVENTURE;Walt Disney Pictures,Team Todd,Tim Burton Productions,Roth Films,The Zanuck Company;3-3-2010;1h 44m;video;https://image.tmdb.org/t/p/w500/9jX8ZA01zEuwiQzzdANfl3A6J37.png;8-20-2023;456
34;X-Men: The Last Stand;Hugh Jackman,Halle Berry,Ian McKellen,Patrick Stewart,Famke Janssen;Brett Ratner;Simon Kinberg,Zak Penn;PG-13;mutant,Marvel Comic,based on comic book,superhuman,beast;3.857526;Take a Stand;https://image.tmdb.org/t/p/w300/7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg;https://image.tmdb.org/t/p/original/sBl1n4Oi2wX81EtXIb8NsPqJf3W.jpg;en;When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.;ADVENTURE,ACTION,SCIENCE_FICTION,THRILLER;Ingenious Film Partners,Twentieth Century Fox Film Corporation,Donners' Company,Dune Entertainment,Major Studio Partners,Bad Hat Harry Productions,thinkfilm,Marvel Enterprises,X3 Canada Productions,X3US Productions,XM3 Service;5-24-2006;2h 30m;video;https://image.tmdb.org/t/p/w500/gcTogee6TaQqJehZcronIY0ctYr.png;1-12-2024;654
35;Monsters University;Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Noah Johnston;Dan Scanlon;Dan Scanlon,Daniel Gerson,Robert L. Baird;G;monster,dormitory,games,animation,best friend;89.186492;School never looked this scary.;https://image.tmdb.org/t/p/w300/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg;https://image.tmdb.org/t/p/original/pK42lGbT48fClhtEcP7gvk4hoXP.jpg;en;A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.;ANIMATION,FAMILY;Walt Disney Pictures,Pixar Animation Studios;6-20-2013;2h 45m;video;https://image.tmdb.org/t/p/w500/1G9iQzjuClydDqrJyuw0Vt1Kxut.png;1-2-2024;433
36;Transformers: Revenge of the Fallen;Shia LaBeouf,Megan Fox,Josh Duhamel,Rainn Wilson,Tyrese Gibson;Michael Bay;Ehren Kruger;PG-13;Egypt,sun,chaos,symbol,artifact;21.939663;Revenge is coming.;https://image.tmdb.org/t/p/w300/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg;https://image.tmdb.org/t/p/original/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg;en;Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.;SCIENCE_FICTION,ACTION,ADVENTURE;Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,Hasbro Studios,Revolution Sun Studios;6-19-2009;2h 10m;video;https://image.tmdb.org/t/p/w500/cLObLlWFnLk5QNFPM0gQduS3Vj3.png;12-30-2023;324
37;Transformers: Age of Extinction;Mark Wahlberg,Stanley Tucci,Kelsey Grammer,Nicola Peltz,Jack Reynor;Michael Bay;Ehren Kruger;G;sequel,alien,Transformers,giant robot,robot;116.840296;This is not war. It's extinction.;https://image.tmdb.org/t/p/w300/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg;https://image.tmdb.org/t/p/original/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg;en;As humanity picks up the pieces, following the conclusion of "Transformers: Dark of the Moon," Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.;SCIENCE_FICTION,ACTION,ADVENTURE;Paramount Pictures,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,China Movie Channel,Hasbro Studios,Ian Bryce Productions,Revolution Sun Studios;6-25-2014;2h 22m;video;https://image.tmdb.org/t/p/w500/mZU2mgx3pdqTIBTYM6RF3rxuPkm.png;10-23-2023;231
38;Oz: The Great and Powerful;James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff;Sam Raimi;Mitchell Kapner,David Lindsay-Abaire;PG;circus,witch,magic,hope,illusion;46.985445;In Oz, nothing is what it seems;https://image.tmdb.org/t/p/w300/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg;https://image.tmdb.org/t/p/original/a4KUVG5P5hBSgAgHHindbnyubTF.jpg;en;Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.;FANTASY,ADVENTURE,FAMILY;Walt Disney Pictures,Roth Films;3-7-2013;2h 5m;video;https://image.tmdb.org/t/p/w500/10d1Txc5HTWMpHPkqNDxrbe0Mq5.png;11-27-2023;546
39;The Amazing Spider-Man 2;Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Campbell Scott;Marc Webb;Alex Kurtzman,Roberto Orci,Jeff Pinkner;PG-13;obsession,Marvel Comic,sequel,based on comic book,electrocution;89.270217;No more secrets.;https://image.tmdb.org/t/p/w300/dGjoPttcbKR5VWg1jQuNFB247KL.jpg;https://image.tmdb.org/t/p/original/hDvqcbZhq9ux0euxYxCP9N6m1Rh.jpg;en;For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.;ACTION,ADVENTURE,FANTASY;Columbia Pictures,Marvel Enterprises,Avi Arad Productions,Matt Tolmach Productions;4-16-2014;1h 46m;video;https://image.tmdb.org/t/p/w500/lwu3nEfEh40SSE4akFmRfm5qwQD.png;9-28-2023;675
40;TRON: Legacy;Garrett Hedlund,Jeff Bridges,Olivia Wilde,Bruce Boxleitner,Yaya DaCosta;Joseph Kosinski;Edward Kitsis,Adam Horowitz,Brian Klugman,Lee Sternthal;PG;artificial intelligence,secret identity,computer program,dystopia,computer;73.79505;The Game Has Changed.;https://image.tmdb.org/t/p/w300/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg;https://image.tmdb.org/t/p/original/zK7wNuUQ4w0QQp9FF20YTPVgpyN.jpg;en;Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.;ADVENTURE,ACTION,SCIENCE_FICTION;Walt Disney Pictures,LivePlanet,Prana Studios,Sean Bailey Productions,Revolution Sun Studios,Kontsept Film Company;12-10-2010;1h 54m;video;https://image.tmdb.org/t/p/w500/1REQBg7DMBjb1de4CFnt7hBCXTf.png;12-2-2023;435
41;Cars 2;Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,John Turturro;John Lasseter;Ben Queen;G;car race,sequel,comedy,anthropomorphism,best friend;49.98659;Ka-ciao!;https://image.tmdb.org/t/p/w300/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg;https://image.tmdb.org/t/p/original/jTx4XlVsLJkDwbEQkFYwpApD556.jpg;en;Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.;ANIMATION,FAMILY,ADVENTURE,COMEDY;Walt Disney Pictures,Pixar Animation Studios;6-11-2011;1h 44m;video;https://image.tmdb.org/t/p/w500/iseU3IONfUAgfWdpyZc9TOfwfzt.png;10-25-2023;435
42;Green Lantern;Ryan Reynolds,Blake Lively,Peter Sarsgaard,Tim Robbins,Mark Strong;Martin Campbell;Greg Berlanti,Michael Green,Marc Guggenheim,Michael Goldenberg;PG-13;DC Comics,transformation,superhero,alien,alien infection;51.872839;In our darkest hour, there will be light.;https://image.tmdb.org/t/p/w300/fj21HwUprqjjwTdkKC1XZurRSpV.jpg;https://image.tmdb.org/t/p/original/58r049aVTO1KjAYVuWJr0KgG5nY.jpg;en;For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.;ADVENTURE,ACTION,THRILLER,SCIENCE_FICTION;De Line Pictures,Warner Bros.,DC Entertainment;6-16-2011;2h 9m;video;https://image.tmdb.org/t/p/w500/yI2bSZrBrXYUpV2HAumv3QN7dsO.png;12-15-2023;654
43;Toy Story 3;Tom Hanks,Tim Allen,Ned Beatty,Joan Cusack,Michael Keaton;Lee Unkrich;Michael Arndt;G;hostage,college,toy,Barbie,animation;59.995418;No toy gets left behind.;https://image.tmdb.org/t/p/w300/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg;https://image.tmdb.org/t/p/original/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg;en;Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.;ANIMATION,FAMILY,COMEDY;Walt Disney Pictures,Pixar Animation Studios;6-16-2010;2h 16m;video;https://image.tmdb.org/t/p/w500/64uUUQ38TRHiQes302CgMcTjfGd.png;1-10-2024;376
44;Terminator Salvation;Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,Bryce Dallas Howard;McG;John Brancato,Michael Ferris;PG-13;saving the world,artificial intelligence,prophecy,San Francisco,cyborg;71.862892;The End Begins.;https://image.tmdb.org/t/p/w300/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg;https://image.tmdb.org/t/p/original/5tKiuZvvV1lic7v65rdoGPmoOvf.jpg;en;All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.;ACTION,SCIENCE_FICTION,THRILLER;Columbia Pictures,The Halcyon Company,Wonderland Sound and Vision,Warner Bros.;5-20-2009;1h 46m;video;https://image.tmdb.org/t/p/w500/cYyXsXAR0meLfrT6Iv0M7zGJt75.png;10-18-2023;654
45;Furious 7;Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,Tyrese Gibson;James Wan;Chris Morgan;PG-13;car race,speed,revenge,suspense,car;102.322217;Vengeance Hits Home;https://image.tmdb.org/t/p/w300/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg;https://image.tmdb.org/t/p/original/cHkhb5A4gQRK6zs6Pv7zorHs8Nk.jpg;en;Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.;ACTION;Universal Pictures,Original Film,Fuji Television Network,Dentsu,One Race Films,China Film Co.,Qu\u00e9bec Production Services Tax Credit,Media Rights Capital (MRC),Abu Dhabi Film Commission,Colorado Office of Film, Television & Media;4-1-2015;2h 24m;video;https://image.tmdb.org/t/p/w500/voaFpTQjYDQRl1qBvFZZ5DQczeA.png;9-3-2023;854
46;World War Z;Brad Pitt,Mireille Enos,Abigail Hargrove,Sterling Jerins,James Badge Dale;Marc Forster;Matthew Michael Carnahan,Drew Goddard,Damon Lindelof;PG-13;dystopia,apocalypse,zombie,nuclear weapons,multiple perspectives;81.834855;Remember Philly!;https://image.tmdb.org/t/p/w300/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg;https://image.tmdb.org/t/p/original/cRLeBlvfSttbsgOcQ0KG8Dorzqk.jpg;en;Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.;ACTION,DRAMA,HORROR,SCIENCE_FICTION,THRILLER;Paramount Pictures,GK Films,Skydance Productions,Hemisphere Media Capital,Apparatus Productions,Latina Pictures,2DUX\u00b2;6-20-2013;2h 16m;video;https://image.tmdb.org/t/p/w500/yZWd2pg9RZl7jePH5SM4aAuNXmG.png;8-12-2023;373
47;X-Men: Days of Future Past;Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Halle Berry;Bryan Singer;Simon Kinberg;PG-13;1970s,mutant,time travel,Marvel Comic,based on comic book;118.078691;To save the future, they must alter the past;https://image.tmdb.org/t/p/w300/tYfijzolzgoMOtegh1Y7j2Enorg.jpg;https://image.tmdb.org/t/p/original/fctQU5MoXgJ5pNMljFzlEFXwfSu.jpg;en;The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.;ACTION,ADVENTURE,FANTASY,SCIENCE_FICTION;Twentieth Century Fox Film Corporation,Donners' Company,Marvel Entertainment,Bad Hat Harry Productions,TSG Entertainment,Down Productions,Revolution Sun Studios;5-15-2014;2h 11m;video;https://image.tmdb.org/t/p/w500/z1J6yqqCeb5C4KvgzNwIUuLzhsk.png;11-30-2023;834
48;Star Trek Into Darkness;Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg;J.J. Abrams;Roberto Orci,Alex Kurtzman,Damon Lindelof;PG-13;spacecraft,friendship,sequel,futuristic,space;78.291018;Earth Will Fall;https://image.tmdb.org/t/p/w300/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg;https://image.tmdb.org/t/p/original/npDrIM6ZbuD7nUxI7ZzNBxs4IRF.jpg;en;When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis. With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.;ACTION,ADVENTURE,SCIENCE_FICTION;Paramount Pictures,Skydance Productions,Bad Robot,Kurtzman/Orci;5-5-2013;2h 13m;video;https://image.tmdb.org/t/p/w500/doQM39tGXIdXWRWGtiJDaSzUCn1.png;9-24-2023;634
49;Jack the Giant Slayer;Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Ian McShane;Bryan Singer;Darren Lemke,Christopher McQuarrie,Dan Studney;PG-13;based on fairy tale,giant;43.349855;Prepare for a giant adventure;https://image.tmdb.org/t/p/w300/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg;https://image.tmdb.org/t/p/original/c7U9Fuy74WLp7gFAdpQJHn2T2no.jpg;en;The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.;ACTION,FAMILY,FANTASY;New Line Cinema,Original Film,Legendary Pictures,Warner Bros.,Big Kid Pictures,Bad Hat Harry Productions;2-27-2013;1h 48m;video;https://image.tmdb.org/t/p/w500/ztaGmBLy3lJk1p9a0S8E5JpbEyy.png;10-24-2023;234
50;The Great Gatsby;Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki;Baz Luhrmann;Baz Luhrmann,Craig Pearce;PG-13;based on novel,infidelity,obsession,hope,3D;61.196071;Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.;https://image.tmdb.org/t/p/w300/tyxfCBQv6Ap74jcu3xd7aBiaa29.jpg;https://image.tmdb.org/t/p/original/tb440cwQMRoVHnhYJlzlxfv1ikm.jpg;en;An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.;DRAMA,ROMANCE;Village Roadshow Pictures,Bazmark Films,Warner Bros.,A&E Television Networks,Red Wagon Entertainment,Spectrum Films;5-10-2013;1h 33m;video;https://image.tmdb.org/t/p/w500/oyuA1KnohLENvWSReLb7gu88DNy.png;11-15-2023;398
51;Prince of Persia: The Sands of Time;Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Steve Toussaint;Mike Newell;Boaz Yakin,Doug Miro,Carlo Bernard;PG-13;Persia,sandstorm,brother against brother,armageddon,regent;62.169881;Defy the Future;https://image.tmdb.org/t/p/w300/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg;https://image.tmdb.org/t/p/original/dnOrJdHW697UvKvtX4lYVasomBu.jpg;en;A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.;ADVENTURE,FANTASY,ACTION,ROMANCE;Walt Disney Pictures,Jerry Bruckheimer Films;5-19-2010;1h 33m;video;https://image.tmdb.org/t/p/w500/f5qheHdUjFwZgaGO0G8DtXEX7D7.png;10-13-2023;565
52;Pacific Rim;Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman;Guillermo del Toro;Travis Beacham,Guillermo del Toro;PG-13;dystopia,giant robot,giant monster,apocalypse,IMAX;56.523205;To Fight Monsters, We Created Monsters;https://image.tmdb.org/t/p/w300/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg;https://image.tmdb.org/t/p/original/k4MHkC13lxkwX8rHuhtgQ2qKtbn.jpg;en;When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.;ACTION,SCIENCE_FICTION,ADVENTURE;Legendary Pictures,Warner Bros.,Disney Double Dare You (DDY),Indochina Productions;7-11-2013;2h 2m;video;https://image.tmdb.org/t/p/w500/vEJKowxLkU1DpGXfhRRNkzbVGix.png;11-23-2023;465
53;Transformers: Dark of the Moon;Shia LaBeouf,John Malkovich,Ken Jeong,Frances McDormand,Josh Duhamel;Michael Bay;Ehren Kruger;PG-13;moon,spacecraft,traitor,bodyguard,alien planet;28.529607;The invasion we always feared. An enemy we never expected.;https://image.tmdb.org/t/p/w300/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg;https://image.tmdb.org/t/p/original/h3js4rulxzKMOokM2oO5Kr0mBZU.jpg;en;Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.;ACTION,SCIENCE_FICTION,ADVENTURE;Paramount Pictures,Di Bonaventura Pictures,Indochina Productions,Hasbro Studios;6-28-2011;1h 38m;video;https://image.tmdb.org/t/p/w500/ocRY9tWMFEIctyrgEEc2SckF5uc.png;9-13-2023;354
54;Indiana Jones and the Kingdom of the Crystal Skull;Harrison Ford,Cate Blanchett,Shia LaBeouf,Ray Winstone,Karen Allen;Steven Spielberg;David Koepp;PG-13;saving the world,riddle,whip,treasure,Mexico City;75.674458;The adventure continues . . .;https://image.tmdb.org/t/p/w300/56As6XEM1flWvprX4LgkPl8ii4K.jpg;https://image.tmdb.org/t/p/original/bXH4lyFS6tctnBgxK1eYRuwekR0.jpg;en;Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.;ADVENTURE,ACTION;Lucasfilm,Paramount Pictures;5-21-2008;1h 31m;video;https://image.tmdb.org/t/p/w500/ycbTa2g0sdNsVvMd3RQwJlowEUv.png;10-18-2023;676
55;The Good Dinosaur;Raymond Ochoa,Jack Bright,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla;Peter Sohn;Meg LeFauve,Peter Sohn,Erik Benson,Kelsey Mann;PG;Tyrannosaurus Rex,friends,alternate history,dinosaur,fear;51.692953;Little Arms With Big Attitude;https://image.tmdb.org/t/p/w300/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg;https://image.tmdb.org/t/p/original/fMdtO9Vk5VG42xi6QUMlaobR44W.jpg;en;An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.;ADVENTURE,ANIMATION,FAMILY;Walt Disney Pictures,Pixar Animation Studios;11-14-2015;2h 38m;video;https://image.tmdb.org/t/p/w500/xEFxjbcZv1yZmHpFqfGTRZ38P0f.png;12-13-2023;348
